E:\simulator\data\IMG\center_2023_12_08_19_42_11_477.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_11_477.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_11_477.jpg, 0, 0, 0, 1.531221
E:\simulator\data\IMG\center_2023_12_08_19_42_11_577.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_11_577.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_11_577.jpg, 0, 0, 0, 1.520596
E:\simulator\data\IMG\center_2023_12_08_19_42_11_677.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_11_677.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_11_677.jpg, 0, 0, 0, 1.510078
E:\simulator\data\IMG\center_2023_12_08_19_42_11_780.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_11_780.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_11_780.jpg, 0, 0.1742181, 0, 1.538848
E:\simulator\data\IMG\center_2023_12_08_19_42_11_882.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_11_882.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_11_882.jpg, 0, 0.5380599, 0, 2.12851
E:\simulator\data\IMG\center_2023_12_08_19_42_11_983.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_11_983.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_11_983.jpg, 0, 0.8413055, 0, 2.97411
E:\simulator\data\IMG\center_2023_12_08_19_42_12_086.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_086.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_086.jpg, 0, 1, 0, 4.112635
E:\simulator\data\IMG\center_2023_12_08_19_42_12_188.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_188.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_188.jpg, 0.2068461, 1, 0, 5.275405
E:\simulator\data\IMG\center_2023_12_08_19_42_12_291.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_291.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_291.jpg, 0.3392889, 1, 0, 6.40884
E:\simulator\data\IMG\center_2023_12_08_19_42_12_392.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_392.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_392.jpg, 0.03817831, 1, 0, 7.556148
E:\simulator\data\IMG\center_2023_12_08_19_42_12_495.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_495.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_495.jpg, 0, 1, 0, 8.688047
E:\simulator\data\IMG\center_2023_12_08_19_42_12_595.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_595.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_595.jpg, 0, 1, 0, 9.811938
E:\simulator\data\IMG\center_2023_12_08_19_42_12_696.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_696.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_696.jpg, 0, 1, 0, 10.92471
E:\simulator\data\IMG\center_2023_12_08_19_42_12_797.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_797.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_797.jpg, 0.281337, 1, 0, 12.11196
E:\simulator\data\IMG\center_2023_12_08_19_42_12_899.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_12_899.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_12_899.jpg, 0.07183017, 1, 0, 12.88126
E:\simulator\data\IMG\center_2023_12_08_19_42_13_001.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_001.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_001.jpg, 0, 1, 0, 14.21505
E:\simulator\data\IMG\center_2023_12_08_19_42_13_102.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_102.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_102.jpg, 0, 1, 0, 15.49684
E:\simulator\data\IMG\center_2023_12_08_19_42_13_210.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_210.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_210.jpg, 0, 1, 0, 16.45904
E:\simulator\data\IMG\center_2023_12_08_19_42_13_312.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_312.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_312.jpg, 0, 1, 0, 17.54461
E:\simulator\data\IMG\center_2023_12_08_19_42_13_412.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_412.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_412.jpg, 0.1564371, 1, 0, 18.55833
E:\simulator\data\IMG\center_2023_12_08_19_42_13_512.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_512.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_512.jpg, 0.20586, 1, 0, 19.53213
E:\simulator\data\IMG\center_2023_12_08_19_42_13_613.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_613.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_613.jpg, 0, 1, 0, 20.55151
E:\simulator\data\IMG\center_2023_12_08_19_42_13_716.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_716.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_716.jpg, 0, 1, 0, 21.53352
E:\simulator\data\IMG\center_2023_12_08_19_42_13_819.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_819.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_819.jpg, 0, 1, 0, 22.54076
E:\simulator\data\IMG\center_2023_12_08_19_42_13_922.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_13_922.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_13_922.jpg, 0.2634636, 1, 0, 23.66107
E:\simulator\data\IMG\center_2023_12_08_19_42_14_022.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_022.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_022.jpg, 0, 1, 0, 24.62444
E:\simulator\data\IMG\center_2023_12_08_19_42_14_123.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_123.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_123.jpg, 0.0283983, 1, 0, 25.58249
E:\simulator\data\IMG\center_2023_12_08_19_42_14_224.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_224.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_224.jpg, 0.175508, 1, 0, 26.50733
E:\simulator\data\IMG\center_2023_12_08_19_42_14_325.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_325.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_325.jpg, 0, 1, 0, 27.44768
E:\simulator\data\IMG\center_2023_12_08_19_42_14_429.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_429.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_429.jpg, 0, 1, 0, 28.37909
E:\simulator\data\IMG\center_2023_12_08_19_42_14_530.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_530.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_530.jpg, 0, 1, 0, 29.30144
E:\simulator\data\IMG\center_2023_12_08_19_42_14_631.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_631.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_631.jpg, 0.2131728, 1, 0, 30.1722
E:\simulator\data\IMG\center_2023_12_08_19_42_14_732.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_732.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_732.jpg, 0.2016757, 1, 0, 30.18775
E:\simulator\data\IMG\center_2023_12_08_19_42_14_833.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_833.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_833.jpg, 0, 1, 0, 30.1887
E:\simulator\data\IMG\center_2023_12_08_19_42_14_934.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_14_934.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_14_934.jpg, 0.0518622, 1, 0, 30.19019
E:\simulator\data\IMG\center_2023_12_08_19_42_15_034.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_034.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_034.jpg, 0.2483631, 1, 0, 30.17798
E:\simulator\data\IMG\center_2023_12_08_19_42_15_135.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_135.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_135.jpg, 0, 1, 0, 30.18837
E:\simulator\data\IMG\center_2023_12_08_19_42_15_237.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_237.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_237.jpg, 0, 1, 0, 30.19016
E:\simulator\data\IMG\center_2023_12_08_19_42_15_337.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_337.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_337.jpg, 0, 1, 0, 30.19027
E:\simulator\data\IMG\center_2023_12_08_19_42_15_438.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_438.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_438.jpg, 0, 1, 0, 30.19007
E:\simulator\data\IMG\center_2023_12_08_19_42_15_541.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_541.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_541.jpg, 0, 1, 0, 30.19031
E:\simulator\data\IMG\center_2023_12_08_19_42_15_642.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_642.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_642.jpg, 0, 1, 0, 30.19024
E:\simulator\data\IMG\center_2023_12_08_19_42_15_743.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_743.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_743.jpg, 0, 1, 0, 30.19028
E:\simulator\data\IMG\center_2023_12_08_19_42_15_850.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_850.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_850.jpg, 0.2204532, 1, 0, 30.17736
E:\simulator\data\IMG\center_2023_12_08_19_42_15_954.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_15_954.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_15_954.jpg, 0, 1, 0, 30.1898
E:\simulator\data\IMG\center_2023_12_08_19_42_16_056.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_16_056.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_16_056.jpg, 0, 1, 0, 30.19018
E:\simulator\data\IMG\center_2023_12_08_19_42_16_157.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_16_157.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_16_157.jpg, 0, 1, 0, 30.19029
E:\simulator\data\IMG\center_2023_12_08_19_42_16_259.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_16_259.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_16_259.jpg, 0, 1, 0, 30.19032
E:\simulator\data\IMG\center_2023_12_08_19_42_16_361.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_16_361.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_16_361.jpg, 0, 1, 0, 30.19033
E:\simulator\data\IMG\center_2023_12_08_19_42_16_463.jpg, E:\simulator\data\IMG\left_2023_12_08_19_42_16_463.jpg, E:\simulator\data\IMG\right_2023_12_08_19_42_16_463.jpg, 0, 1, 0, 30.19031
